Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
187,2020,Thomas Davis Sr. (FA),5,1,0,1,0,0,0,0,7,9.8,1.4,0.0%
43,2019,Thomas Davis Sr. (FA),65,47,1,2,0,0,0,0,16,147.6,9.2,0.0%
60,2018,Thomas Davis Sr. (FA),46,33,0,6,0,0,2,0,15,118.6,7.9,0.0%
57,2017,Thomas Davis Sr. (FA),52,24,2.5,0,0,0,1,0,15,122.7,8.2,0.0%
18,2016,Thomas Davis Sr. (FA),73,33,2.5,4,3,1,2,1,16,196.0,12.3,0.0%
8,2015,Thomas Davis Sr. (FA),75,30,5.5,7,4,4,1,0,16,227.9,14.2,0.0%
23,2014,Thomas Davis Sr. (FA),66,34,2.5,3,0,2,1,0,15,171.3,11.4,0.0%
14,2013,Thomas Davis Sr. (FA),85,38,4,7,2,1,0,0,16,229.3,14.3,0.0%
37,2012,Thomas Davis Sr. (FA),68,35,0,3,1,2,1,0,15,172.7,11.5,0.0%
185,2011,Thomas Davis Sr. (FA),6,6,0,0,0,0,1,0,2,17.6,8.8,0.0%
76,2009,Thomas Davis Sr. (FA),48,12,1.5,6,2,0,0,0,7,118.7,17.0,0.0%
9,2008,Thomas Davis Sr. (FA),93,21,3.5,6,0,2,1,0,16,220.6,13.8,0.0%
22,2007,Thomas Davis Sr. (FA),70,16,3,5,1,2,1,0,16,161.3,10.1,0.0%
70,2006,Thomas Davis Sr. (FA),67,18,1.5,5,0,1,0,0,14,131.9,9.4,0.0%
138,2005,Thomas Davis Sr. (FA),22,6,1.5,0,0,1,0,0,15,47.7,3.2,0.0%
