Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
205,2016,Stephen Tulloch (FA),7,0,0,0,0,0,0,0,12,10.5,0.9,0.0%
25,2015,Stephen Tulloch (FA),74,33,1,1,0,1,2,0,16,175.9,11.0,0.0%
139,2014,Stephen Tulloch (FA),15,5,2,0,0,0,0,0,3,44.3,14.8,0.0%
23,2013,Stephen Tulloch (FA),93,42,3.5,3,1,0,0,0,16,212.3,13.3,0.0%
33,2012,Stephen Tulloch (FA),74,38,0.5,6,0,1,2,0,16,178.0,11.1,0.0%
15,2011,Stephen Tulloch (FA),84,27,3,5,2,0,3,1,16,214.0,13.4,0.0%
8,2010,Stephen Tulloch (FA),111,49,1,6,1,0,1,0,16,240.6,15.0,0.0%
23,2009,Stephen Tulloch (FA),93,27,2,1,0,0,1,0,16,196.1,12.3,0.0%
55,2008,Stephen Tulloch (FA),59,18,1,2,0,0,2,0,16,127.4,8.0,0.0%
98,2007,Stephen Tulloch (FA),29,7,0,0,0,0,0,0,16,48.8,3.1,0.0%
132,2006,Stephen Tulloch (FA),20,15,0.5,3,1,0,1,0,16,57.0,3.6,0.0%
