Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
85,2019,Lorenzo Alexander (FA),31,19,2,9,0,1,0,0,16,96.6,6.0,3.0%
28,2018,Lorenzo Alexander (FA),51,18,6.5,9,2,2,1,0,16,179.4,11.2,3.0%
54,2017,Lorenzo Alexander (FA),53,12,3,1,0,2,0,0,16,127.8,8.0,3.0%
26,2016,Lorenzo Alexander (FA),50,14,12.5,6,1,3,0,0,16,186.7,11.7,3.0%
209,2015,Lorenzo Alexander (FA),5,1,0,0,0,0,0,0,16,10.8,0.7,3.0%
189,2014,Lorenzo Alexander (FA),4,2,1,0,0,0,0,0,16,14.1,0.9,3.0%
202,2013,Lorenzo Alexander (FA),3,0,0,1,0,0,0,0,3,6.0,2.0,3.0%
130,2012,Lorenzo Alexander (FA),17,8,2.5,0,0,0,1,0,16,53.2,3.3,3.0%
219,2011,Lorenzo Alexander (FA),1,0,0,0,0,0,0,0,16,4.0,0.3,3.0%
110,2010,Lorenzo Alexander (FA),24,23,1.5,2,0,1,1,0,16,78.1,4.9,3.0%
151,2009,Lorenzo Alexander (FA),14,3,2,1,0,1,1,0,16,45.9,2.9,3.0%
142,2008,Lorenzo Alexander (FA),11,6,2,2,0,0,0,0,15,39.7,2.6,3.0%
188,2007,Lorenzo Alexander (FA),2,2,0,0,0,0,0,0,13,4.6,0.4,3.0%
