Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
42,2021,Lavonte David (TB),63,34,2,3,0,2,1,0,13,157.3,12.1,30.1%
7,2020,Lavonte David (TB),82,35,1.5,6,1,3,2,0,16,219.6,13.7,30.1%
12,2019,Lavonte David (TB),81,41,1,7,1,3,1,0,16,213.2,13.3,30.1%
6,2018,Lavonte David (TB),94,26,3.5,2,0,1,2,0,14,222.4,15.9,30.1%
13,2017,Lavonte David (TB),76,25,0,1,0,5,5,1,13,200.6,15.4,30.1%
8,2016,Lavonte David (TB),67,20,5,4,1,4,2,1,16,219.4,13.7,30.1%
1,2015,Lavonte David (TB),85,62,3,13,3,2,2,1,16,267.9,16.7,30.1%
2,2014,Lavonte David (TB),101,45,1,4,0,4,1,0,14,258.0,18.4,30.1%
1,2013,Lavonte David (TB),106,38,7,10,5,2,1,0,16,320.4,20.0,30.1%
4,2012,Lavonte David (TB),112,27,2,4,1,0,0,0,16,257.7,16.1,30.1%
