Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
182,2020,Vic Beasley Jr. (FA),3,1,0,0,0,1,0,0,10,11.8,1.2,0.0%
68,2019,Vic Beasley Jr. (FA),28,14,8,2,0,2,0,0,16,115.7,7.2,0.0%
90,2018,Vic Beasley Jr. (FA),16,4,5,3,0,0,1,1,16,79.1,4.9,0.0%
94,2017,Vic Beasley Jr. (FA),23,6,5,2,0,1,0,0,14,86.3,6.2,0.0%
29,2016,Vic Beasley Jr. (FA),32,7,15.5,2,0,6,1,1,16,180.1,11.3,0.0%
113,2015,Vic Beasley Jr. (FA),20,6,4,3,1,2,0,0,16,73.1,4.6,0.0%
