Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
149,2017,David Harris (FA),15,7,1.5,1,0,0,0,0,10,35.4,3.5,4.0%
53,2016,David Harris (FA),62,32,0.5,2,0,0,0,0,15,134.9,9.0,4.0%
23,2015,David Harris (FA),67,41,4.5,5,0,2,0,0,16,180.1,11.3,4.0%
11,2014,David Harris (FA),71,52,5.5,3,0,2,0,0,16,195.4,12.2,4.0%
39,2013,David Harris (FA),70,54,2,1,0,1,0,0,16,179.4,11.2,4.0%
30,2012,David Harris (FA),79,44,3,3,0,1,1,0,16,186.4,11.7,4.0%
27,2011,David Harris (FA),65,21,5,8,4,0,0,1,16,191.6,12.0,4.0%
45,2010,David Harris (FA),70,30,3,3,0,1,1,0,16,167.3,10.5,4.0%
16,2009,David Harris (FA),81,45,5.5,3,2,2,0,0,16,210.1,13.1,4.0%
75,2008,David Harris (FA),53,23,1,1,0,0,1,0,11,108.9,9.9,4.0%
9,2007,David Harris (FA),86,35,5,3,0,2,1,0,16,194.5,12.2,4.0%
