Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
149,2021,Dante Pettis (CHI),10,16,87,8.7,27,1,1,0,0,0,0,3,15.3,5.1,0.0%
159,2020,Dante Pettis (CHI),4,6,76,19.0,33,3,1,0,0,0,1,7,11.6,1.7,0.0%
127,2019,Dante Pettis (CHI),11,24,109,9.9,21,2,2,0,0,0,0,11,23.5,2.1,0.0%
61,2018,Dante Pettis (CHI),27,45,467,17.3,75,16,5,1,-2,0,0,12,76.5,6.4,0.0%
