Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
218,2021,Tommylee Lewis (FA),1,2,7,7.0,7,0,0,0,0,0,0,2,0.7,0.4,0.0%
200,2020,Tommylee Lewis (FA),1,3,5,5.0,5,0,0,2,14,0,0,5,1.9,0.4,0.0%
158,2018,Tommylee Lewis (FA),3,3,60,20.0,28,2,1,2,10,0,1,7,11.0,1.6,0.0%
128,2017,Tommylee Lewis (FA),10,15,116,11.6,52,2,1,2,14,0,1,15,17.0,1.1,0.0%
154,2016,Tommylee Lewis (FA),7,11,76,10.9,26,1,0,3,11,0,0,12,8.7,0.7,0.0%
