Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
160,2015,Wes Welker (FA),13,22,102,7.8,14,0,0,0,0,0,0,8,10.2,1.3,0.0%
82,2014,Wes Welker (FA),49,64,464,9.5,39,5,2,0,0,0,0,14,58.4,4.2,0.0%
24,2013,Wes Welker (FA),73,111,778,10.7,33,12,10,0,0,0,1,13,135.8,10.4,0.0%
12,2012,Wes Welker (FA),118,175,"1,354",11.5,59,13,6,2,20,0,1,16,171.4,10.7,0.0%
3,2011,Wes Welker (FA),122,173,"1,569",12.9,99,0,9,4,30,0,0,16,213.9,13.4,0.0%
23,2010,Wes Welker (FA),86,123,848,9.9,35,0,7,0,0,0,0,15,126.8,8.5,0.0%
12,2009,Wes Welker (FA),123,162,"1,348",11.0,58,0,4,5,36,0,0,14,162.4,11.6,0.0%
17,2008,Wes Welker (FA),111,18,"1,165",10.5,64,0,3,3,26,0,0,16,139.1,8.7,0.0%
7,2007,Wes Welker (FA),112,0,"1,175",10.5,42,0,8,4,34,0,0,16,168.9,10.6,0.0%
55,2006,Wes Welker (FA),67,0,687,10.3,38,0,1,0,0,0,0,16,74.7,4.7,0.0%
82,2005,Wes Welker (FA),29,0,434,15.0,47,0,0,1,5,0,0,16,43.9,2.7,0.0%
182,2004,Wes Welker (FA),0,0,0,0,0,0,0,0,0,0,1,15,-2.0,-0.1,0.0%
