Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
138,2005,David Boston (FA),4,0,80,20.0,54,0,0,0,0,0,0,3,8.0,2.7,0.0%
19,2003,David Boston (FA),70,115,880,12.6,46,0,7,3,18,0,2,14,129.8,9.3,0.0%
69,2002,David Boston (FA),32,75,512,16.0,34,0,1,2,29,0,0,8,60.1,7.5,0.0%
