Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
157,2007,Brandon Williams (FA),0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%
173,2006,Brandon Williams (FA),0,0,0,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0%
