Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
108,2003,Ed McCaffrey (FA),19,34,195,10.3,23,0,0,0,0,0,0,11,19.5,1.8,0.0%
43,2002,Ed McCaffrey (FA),69,103,903,13.1,69,0,2,2,22,0,1,16,102.5,6.4,0.0%
