Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
142,2021,Mohamed Sanu Sr. (FA),15,24,177,11.8,21,1,0,0,0,0,0,8,17.7,2.2,0.0%
126,2020,Mohamed Sanu Sr. (FA),17,24,187,11.0,21,3,1,1,3,0,0,10,27.0,2.7,0.0%
71,2019,Mohamed Sanu Sr. (FA),59,89,520,8.8,28,3,2,3,11,0,0,15,65.1,4.3,0.0%
30,2018,Mohamed Sanu Sr. (FA),66,94,838,12.7,44,16,4,7,44,0,1,16,116.4,7.3,0.0%
34,2017,Mohamed Sanu Sr. (FA),67,96,703,10.5,25,10,5,4,10,0,0,15,107.3,7.2,0.0%
55,2016,Mohamed Sanu Sr. (FA),59,81,653,11.1,59,6,4,1,5,0,1,15,89.8,6.0,0.0%
77,2015,Mohamed Sanu Sr. (FA),33,49,394,11.9,52,8,0,10,71,2,0,16,58.5,3.7,0.0%
29,2014,Mohamed Sanu Sr. (FA),56,98,790,14.1,76,9,5,7,51,0,0,16,123.2,7.7,0.0%
75,2013,Mohamed Sanu Sr. (FA),47,78,455,9.7,32,4,2,4,16,0,1,16,58.1,3.6,0.0%
83,2012,Mohamed Sanu Sr. (FA),16,25,154,9.6,34,1,4,5,15,0,0,9,47.8,5.3,0.0%
