Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
302,2021,Ethan Fernea (IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
