Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
42,2021,A.J. Green (ARI),54,92,848,15.7,42,28,3,0,0,0,0,16,102.8,6.4,8.3%
75,2020,A.J. Green (ARI),47,104,523,11.1,33,5,2,0,0,0,0,16,64.3,4.0,8.3%
248,2019,A.J. Green (ARI),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,8.3%
37,2018,A.J. Green (ARI),46,77,694,15.1,38,18,6,0,0,0,1,9,103.4,11.5,8.3%
10,2017,A.J. Green (ARI),75,143,"1,078",14.4,77,9,8,0,0,0,2,16,151.8,9.5,8.3%
34,2016,A.J. Green (ARI),66,100,964,14.6,54,15,4,0,0,0,0,10,120.4,12.0,8.3%
8,2015,A.J. Green (ARI),86,132,"1,297",15.1,80,19,10,0,0,0,1,16,187.7,11.7,8.3%
23,2014,A.J. Green (ARI),69,116,"1,041",15.1,81,13,6,2,2,0,2,13,136.3,10.5,8.3%
4,2013,A.J. Green (ARI),98,178,"1,426",14.6,82,18,11,0,0,0,0,16,208.6,13.0,8.3%
4,2012,A.J. Green (ARI),97,164,"1,350",13.9,73,16,11,4,38,0,1,16,202.8,12.7,8.3%
14,2011,A.J. Green (ARI),65,115,"1,057",16.3,58,0,7,5,53,0,0,15,153.0,10.2,8.3%
