Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
103,2011,Chad Johnson (FA),15,32,276,18.4,53,0,1,0,0,0,0,14,33.6,2.4,0.0%
37,2010,Chad Johnson (FA),67,126,831,12.4,42,0,4,0,0,0,0,14,107.1,7.7,0.0%
14,2009,Chad Johnson (FA),72,128,"1,047",14.5,50,0,9,3,32,0,2,16,157.9,9.9,0.0%
57,2008,Chad Johnson (FA),42,0,424,10.1,26,0,3,0,0,0,0,9,60.4,6.7,0.0%
24,2007,Chad Johnson (FA),47,0,779,16.6,56,0,3,3,18,0,0,8,97.7,12.2,0.0%
4,2006,Chad Johnson (FA),87,0,"1,369",15.7,74,0,7,6,24,0,0,16,181.3,11.3,0.0%
4,2005,Chad Johnson (FA),97,0,"1,432",14.8,70,0,9,5,33,0,0,16,200.5,12.5,0.0%
9,2004,Chad Johnson (FA),95,170,"1,274",13.4,53,0,9,4,39,0,0,16,185.3,11.6,0.0%
3,2003,Chad Johnson (FA),90,154,"1,355",15.1,82,0,10,0,0,0,0,16,195.5,12.2,0.0%
19,2002,Chad Johnson (FA),69,137,"1,166",16.9,72,0,5,0,0,0,0,16,146.6,9.2,0.0%
