Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
106,2006,Jamal Jones (FA),6,0,108,18.0,41,0,1,0,0,0,0,11,16.8,1.5,0.0%
168,2005,Jamal Jones (FA),0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
