Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
104,2021,Darius Slayton (NYG),26,58,339,13.0,42,7,2,1,-13,0,1,13,42.6,3.3,0.2%
56,2020,Darius Slayton (NYG),50,96,751,15.0,41,17,3,2,-1,0,1,16,91.0,5.7,0.2%
33,2019,Darius Slayton (NYG),48,84,740,15.4,55,23,8,0,0,0,0,14,122.0,8.7,0.2%
