Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
98,2021,Danny Amendola (FA),24,38,248,10.3,39,6,3,0,0,0,0,8,44.8,5.6,0.0%
81,2020,Danny Amendola (FA),46,69,602,13.1,50,13,0,1,2,0,0,14,60.4,4.3,0.0%
60,2019,Danny Amendola (FA),62,97,678,10.9,47,11,1,0,0,0,0,15,78.6,5.2,0.0%
73,2018,Danny Amendola (FA),59,79,575,9.7,39,5,1,1,-2,0,0,15,68.4,4.6,0.0%
53,2017,Danny Amendola (FA),61,86,659,10.8,27,7,2,0,0,0,0,15,77.9,5.2,0.0%
94,2016,Danny Amendola (FA),23,29,243,10.6,32,1,4,0,0,0,1,12,46.3,3.9,0.0%
53,2015,Danny Amendola (FA),65,87,648,10.0,41,5,3,2,11,0,1,14,83.3,6.0,0.0%
110,2014,Danny Amendola (FA),27,42,200,7.4,21,1,1,0,0,0,0,16,26.0,1.6,0.0%
60,2013,Danny Amendola (FA),54,83,633,11.7,57,8,2,1,1,0,0,12,75.4,6.3,0.0%
58,2012,Danny Amendola (FA),63,101,666,10.6,56,5,3,2,8,0,2,11,83.4,7.6,0.0%
151,2011,Danny Amendola (FA),5,6,45,9.0,18,0,0,0,0,0,0,1,4.5,4.5,0.0%
46,2010,Danny Amendola (FA),85,123,689,8.1,36,0,3,7,81,0,1,16,93.0,5.8,0.0%
93,2009,Danny Amendola (FA),43,63,326,7.6,25,0,1,3,-2,0,1,14,36.4,2.6,0.0%
