Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
130,2012,Donald Driver (FA),8,13,77,9.6,26,1,2,0,0,0,0,13,19.7,1.5,0.0%
55,2011,Donald Driver (FA),37,56,445,12.0,35,0,6,0,0,0,0,16,80.5,5.0,0.0%
57,2010,Donald Driver (FA),51,85,565,11.1,61,0,4,0,0,0,1,15,78.5,5.2,0.0%
19,2009,Donald Driver (FA),70,112,"1,061",15.2,71,0,6,1,13,0,1,16,141.4,8.8,0.0%
19,2008,Donald Driver (FA),74,0,"1,012",13.7,71,0,5,2,4,0,0,16,131.6,8.2,0.0%
19,2007,Donald Driver (FA),82,9,"1,048",12.8,47,0,2,2,4,0,0,15,117.2,7.8,0.0%
5,2006,Donald Driver (FA),92,0,"1,295",14.1,82,0,8,7,16,0,0,16,179.1,11.2,0.0%
13,2005,Donald Driver (FA),86,7,"1,221",14.2,59,0,5,2,13,0,0,16,153.4,9.6,0.0%
10,2004,Donald Driver (FA),84,130,"1,208",14.4,50,0,9,3,4,0,2,16,173.2,10.8,0.0%
51,2003,Donald Driver (FA),52,86,621,11.9,41,0,2,5,51,0,0,15,79.2,5.3,0.0%
10,2002,Donald Driver (FA),70,113,"1,064",15.2,85,0,9,8,70,0,1,16,165.4,10.3,0.0%
