Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
124,2015,Jason Hatcher (FA),16,4,2,1,0,1,0,0,15,50.7,3.4,0.0%
69,2014,Jason Hatcher (FA),15,10,5.5,1,0,0,1,0,13,77.8,6.0,0.0%
13,2013,Jason Hatcher (FA),34,7,11,3,0,2,0,0,15,150.6,10.0,0.0%
47,2012,Jason Hatcher (FA),27,24,4,1,0,0,1,1,16,99.0,6.2,0.0%
75,2011,Jason Hatcher (FA),20,8,4.5,2,1,1,0,0,13,78.7,6.1,0.0%
177,2010,Jason Hatcher (FA),9,4,1,0,0,0,1,0,13,29.7,2.3,0.0%
184,2009,Jason Hatcher (FA),9,4,1,1,0,0,1,0,16,28.7,1.8,0.0%
163,2008,Jason Hatcher (FA),11,6,1,0,0,0,0,0,16,30.2,1.9,0.0%
44,2007,Jason Hatcher (FA),22,5,2,0,0,1,1,1,16,59.0,3.7,0.0%
153,2006,Jason Hatcher (FA),11,4,2.5,0,0,0,0,0,13,29.6,2.3,0.0%
