Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
87,2005,Brentson Buckner (FA),28,8,1,5,0,0,1,0,15,63.7,4.2,0.0%
62,2004,Brentson Buckner (FA),27,14,3.5,5,1,1,0,0,13,91.8,7.1,0.0%
148,2003,Brentson Buckner (FA),20,3,0.5,2,0,1,0,0,11,41.4,3.8,0.0%
69,2002,Brentson Buckner (FA),24,8,5,5,0,0,1,0,12,93.7,7.8,0.0%
