Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
241,2020,Corey Liuget (FA),2,2,1,0,0,0,0,0,6,13.6,2.3,0.0%
171,2019,Corey Liuget (FA),10,3,1,0,0,0,0,0,11,33.9,3.1,0.0%
153,2018,Corey Liuget (FA),9,5,1.5,0,0,0,1,0,6,39.9,6.7,0.0%
132,2017,Corey Liuget (FA),15,6,1.5,2,0,1,0,0,12,52.8,4.4,0.0%
65,2016,Corey Liuget (FA),28,8,0,3,0,0,1,0,16,81.8,5.1,0.0%
81,2015,Corey Liuget (FA),28,6,3,0,0,0,0,0,11,71.1,6.5,0.0%
15,2014,Corey Liuget (FA),45,12,4.5,2,0,2,2,1,16,152.2,9.5,0.0%
51,2013,Corey Liuget (FA),32,10,5.5,2,0,1,0,0,16,102.2,6.4,0.0%
19,2012,Corey Liuget (FA),36,15,7,9,0,1,1,0,16,142.7,8.9,0.0%
124,2011,Corey Liuget (FA),14,5,1,2,0,1,1,0,15,47.5,3.2,0.0%
