Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
219,2003,Daryl Gardener (FA),5,3,0,0,0,0,0,0,4,9.8,2.5,0.0%
33,2002,Daryl Gardener (FA),45,7,4,3,0,0,2,0,15,128.9,8.6,0.0%
