Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
258,2020,Brooks Reed (FA),2,1,1,0,0,0,0,0,2,10.3,5.2,0.0%
227,2019,Brooks Reed (FA),3,2,1,0,0,0,0,0,9,12.6,1.4,0.0%
157,2018,Brooks Reed (FA),16,9,1,0,0,1,0,0,16,39.1,2.4,0.0%
72,2017,Brooks Reed (FA),22,17,4,0,0,0,0,0,16,77.1,4.8,0.0%
130,2016,Brooks Reed (FA),14,7,2,1,0,1,0,0,15,44.9,3.0,0.0%
193,2015,Brooks Reed (FA),10,7,0,0,0,0,0,0,13,25.4,2.0,0.0%
61,2014,Brooks Reed (FA),25,16,3,4,1,0,0,0,16,85.4,5.3,0.0%
38,2013,Brooks Reed (FA),43,13,3,0,0,0,0,0,16,109.0,6.8,0.0%
98,2012,Brooks Reed (FA),19,8,2.5,3,0,1,0,0,12,63.2,5.3,0.0%
37,2011,Brooks Reed (FA),30,14,6,3,0,0,2,0,16,109.9,6.9,0.0%
