Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
171,2017,Pat Sims (FA),9,16,0.5,0,0,0,0,0,14,35.3,2.5,0.0%
104,2016,Pat Sims (FA),15,22,1.5,0,0,0,0,0,16,57.9,3.6,0.0%
224,2015,Pat Sims (FA),4,12,0,0,0,0,0,0,8,15.2,1.9,0.0%
178,2014,Pat Sims (FA),17,8,0,1,0,0,0,0,16,35.7,2.2,0.0%
54,2013,Pat Sims (FA),41,13,2,0,0,0,0,0,16,99.6,6.2,0.0%
153,2012,Pat Sims (FA),12,5,0,1,1,0,0,0,8,33.4,4.2,0.0%
166,2011,Pat Sims (FA),11,9,1,0,0,0,0,0,11,32.5,3.0,0.0%
105,2010,Pat Sims (FA),19,12,2.5,1,0,0,0,0,14,59.3,4.2,0.0%
123,2009,Pat Sims (FA),19,15,0.5,0,0,0,1,0,16,51.1,3.2,0.0%
97,2008,Pat Sims (FA),22,13,1,0,0,0,0,0,11,54.5,5.0,0.0%
