Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
64,2012,Kyle Vanden Bosch (FA),28,8,3.5,1,0,0,0,0,16,86.2,5.4,0.0%
33,2011,Kyle Vanden Bosch (FA),26,9,8,0,0,4,1,0,16,113.0,7.1,0.0%
28,2010,Kyle Vanden Bosch (FA),34,15,4,1,0,2,0,0,11,113.0,10.3,0.0%
42,2009,Kyle Vanden Bosch (FA),33,12,3,1,0,2,0,0,16,97.8,6.1,0.0%
178,2008,Kyle Vanden Bosch (FA),5,5,1.5,0,0,0,1,0,5,23.8,4.8,0.0%
59,2007,Kyle Vanden Bosch (FA),17,4,5,1,0,1,0,0,8,54.1,6.8,0.0%
7,2006,Kyle Vanden Bosch (FA),54,21,6.5,1,0,1,0,0,16,128.6,8.0,0.0%
4,2005,Kyle Vanden Bosch (FA),41,25,12.5,1,0,4,1,0,16,152.3,9.5,0.0%
194,2004,Kyle Vanden Bosch (FA),11,2,0,0,0,0,0,0,9,18.1,2.0,0.0%
46,2002,Kyle Vanden Bosch (FA),37,13,3.5,0,0,0,1,0,15,111.2,7.4,0.0%
