Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
286,2021,Bruce Irvin (FA),2,5,0,1,0,0,0,0,6,8.4,1.4,0.0%
266,2020,Bruce Irvin (FA),4,1,0,0,0,0,0,0,2,9.3,4.7,0.0%
40,2019,Bruce Irvin (FA),22,14,8.5,1,0,1,1,0,13,107.3,8.3,0.0%
91,2018,Bruce Irvin (FA),16,3,6.5,0,0,1,0,0,16,73.8,4.6,0.0%
12,2017,Bruce Irvin (FA),38,20,8,3,0,4,0,0,16,159.8,10.0,0.0%
6,2016,Bruce Irvin (FA),47,10,7,1,0,6,0,0,16,154.3,9.6,0.0%
50,2015,Bruce Irvin (FA),22,16,5.5,2,0,1,1,0,15,98.2,6.5,0.0%
27,2014,Bruce Irvin (FA),24,14,6.5,3,2,1,0,2,15,125.9,8.4,0.0%
78,2013,Bruce Irvin (FA),31,9,2,2,1,1,0,0,12,78.6,6.6,0.0%
82,2012,Bruce Irvin (FA),10,6,8,0,0,1,1,0,16,74.7,4.7,0.0%
