Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
485,2021,Derek Wolfe (FA),0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
67,2020,Derek Wolfe (FA),19,32,1,2,0,0,1,0,14,78.7,5.6,0.1%
49,2019,Derek Wolfe (FA),23,11,7,1,0,1,0,0,12,96.6,8.1,0.1%
66,2018,Derek Wolfe (FA),31,12,1.5,6,1,0,1,0,16,87.5,5.5,0.1%
113,2017,Derek Wolfe (FA),18,13,2,0,0,0,0,0,11,60.1,5.5,0.1%
41,2016,Derek Wolfe (FA),38,13,5.5,4,0,0,0,0,14,105.1,7.5,0.1%
35,2015,Derek Wolfe (FA),35,14,5.5,1,0,0,0,0,12,109.1,9.1,0.1%
124,2014,Derek Wolfe (FA),24,11,1.5,1,0,0,0,0,16,52.2,3.3,0.1%
108,2013,Derek Wolfe (FA),11,5,4,0,0,0,1,0,11,57.9,5.3,0.1%
46,2012,Derek Wolfe (FA),26,14,6,2,0,0,0,0,16,99.2,6.2,0.1%
