Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
482,2021,Chandler Jones (LV),31,10,10.5,4,0,6,1,0,15,0.0,0.0,35.6%
352,2020,Chandler Jones (LV),5,6,1,0,0,0,1,0,5,0.0,0.0,35.6%
314,2019,Chandler Jones (LV),42,11,19,5,0,8,3,0,16,0.0,0.0,35.6%
217,2018,Chandler Jones (LV),38,11,13,4,0,3,1,0,16,15.0,0.9,35.6%
303,2017,Chandler Jones (LV),52,7,17,3,0,2,0,0,16,0.0,0.0,35.6%
338,2016,Chandler Jones (LV),38,11,11,3,0,4,2,0,16,0.0,0.0,35.6%
343,2015,Chandler Jones (LV),31,13,12.5,2,1,4,0,0,15,0.0,0.0,35.6%
337,2014,Chandler Jones (LV),30,13,6,2,0,2,1,0,10,0.0,0.0,35.6%
315,2013,Chandler Jones (LV),40,39,11.5,0,0,1,1,1,16,0.0,0.0,35.6%
319,2012,Chandler Jones (LV),24,21,6,4,0,3,0,0,14,0.0,0.0,35.6%
