Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
2,2021,Cameron Heyward (PIT),53,36,10,9,1,1,1,0,17,211.0,12.4,29.1%
28,2020,Cameron Heyward (PIT),30,24,4,3,1,0,0,0,15,106.3,7.1,29.1%
3,2019,Cameron Heyward (PIT),51,32,9,6,0,1,1,0,16,181.4,11.3,29.1%
27,2018,Cameron Heyward (PIT),29,22,8,3,0,1,1,0,16,130.0,8.1,29.1%
11,2017,Cameron Heyward (PIT),30,15,12,3,0,2,1,0,15,161.1,10.7,29.1%
100,2016,Cameron Heyward (PIT),17,4,3,4,0,0,1,0,7,60.7,8.7,29.1%
16,2015,Cameron Heyward (PIT),39,15,7,2,0,1,0,0,16,142.6,8.9,29.1%
25,2014,Cameron Heyward (PIT),33,20,7.5,4,0,0,0,0,16,128.4,8.0,29.1%
28,2013,Cameron Heyward (PIT),35,24,5,7,0,0,1,0,16,123.0,7.7,29.1%
146,2012,Cameron Heyward (PIT),13,7,1.5,0,0,0,0,0,16,36.0,2.3,29.1%
179,2011,Cameron Heyward (PIT),10,1,1,1,0,1,0,0,16,25.3,1.6,29.1%
