Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
149,2014,Osi Umenyiora (FA),9,3,2.5,1,0,0,1,1,16,42.4,2.7,0.0%
24,2013,Osi Umenyiora (FA),31,16,7.5,3,1,3,0,1,16,131.2,8.2,0.0%
39,2012,Osi Umenyiora (FA),28,15,6,1,0,2,0,0,16,104.5,6.5,0.0%
52,2011,Osi Umenyiora (FA),16,9,9,1,0,2,0,0,9,96.4,10.7,0.0%
8,2010,Osi Umenyiora (FA),33,15,11.5,2,0,10,1,0,16,164.1,10.3,0.0%
22,2009,Osi Umenyiora (FA),19,10,7,1,0,4,4,1,16,113.8,7.1,0.0%
1,2007,Osi Umenyiora (FA),40,12,13,0,0,5,2,1,16,157.8,9.9,0.0%
69,2006,Osi Umenyiora (FA),24,7,6,2,0,1,0,0,11,72.5,6.6,0.0%
1,2005,Osi Umenyiora (FA),49,22,14.5,3,0,4,2,0,16,181.9,11.4,0.0%
8,2004,Osi Umenyiora (FA),42,16,7,3,0,3,4,1,16,174.2,10.9,0.0%
163,2003,Osi Umenyiora (FA),13,7,1,0,0,1,0,0,9,35.5,3.9,0.0%
