Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
344,2019,Chris Long (FA),0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
99,2018,Chris Long (FA),15,8,6.5,0,0,2,0,0,16,70.1,4.4,0.0%
71,2017,Chris Long (FA),20,8,5,0,0,4,0,0,16,77.1,4.8,0.0%
54,2016,Chris Long (FA),22,13,4,3,0,1,1,0,16,88.9,5.6,0.0%
145,2015,Chris Long (FA),9,10,3,0,0,1,0,0,12,42.1,3.5,0.0%
203,2014,Chris Long (FA),5,0,1,0,0,0,1,0,6,23.0,3.8,0.0%
20,2013,Chris Long (FA),33,7,8.5,2,0,1,2,1,16,142.4,8.9,0.0%
22,2012,Chris Long (FA),25,8,11.5,0,0,0,0,0,16,127.2,8.0,0.0%
16,2011,Chris Long (FA),31,6,13,2,0,1,0,0,16,147.7,9.2,0.0%
25,2010,Chris Long (FA),27,2,8.5,2,0,3,1,0,16,115.1,7.2,0.0%
38,2009,Chris Long (FA),33,10,5,1,0,1,0,0,16,100.2,6.3,0.0%
23,2008,Chris Long (FA),32,8,4,0,0,1,1,0,16,103.4,6.5,0.0%
