Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
225,2016,Paul Soliai (FA),4,4,0,0,0,0,1,0,10,15.6,1.6,0.0%
151,2015,Paul Soliai (FA),17,5,0,0,0,0,1,0,14,40.9,2.9,0.0%
114,2014,Paul Soliai (FA),20,10,1,0,0,0,0,0,15,56.8,3.8,0.0%
97,2013,Paul Soliai (FA),19,15,1,5,0,1,0,0,15,65.5,4.4,0.0%
92,2012,Paul Soliai (FA),18,11,1.5,1,0,0,1,0,16,66.9,4.2,0.0%
134,2011,Paul Soliai (FA),19,8,0,2,0,0,0,0,16,45.2,2.8,0.0%
53,2010,Paul Soliai (FA),33,6,2,2,0,0,1,0,16,89.3,5.6,0.0%
146,2009,Paul Soliai (FA),22,3,0,1,0,1,0,0,14,43.4,3.1,0.0%
225,2008,Paul Soliai (FA),3,0,0,0,0,0,0,0,14,4.5,0.3,0.0%
205,2007,Paul Soliai (FA),4,0,0,0,0,0,0,0,8,6.0,0.8,0.0%
