Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
123,2021,Kerry Hyder Jr. (SF),20,13,1.5,0,0,0,2,0,15,61.5,4.1,1.6%
20,2020,Kerry Hyder Jr. (SF),30,19,8.5,0,0,0,1,0,16,122.8,7.7,1.6%
167,2019,Kerry Hyder Jr. (SF),10,7,1,0,0,0,1,0,16,35.9,2.2,1.6%
218,2018,Kerry Hyder Jr. (SF),5,1,1,0,0,0,0,0,7,14.8,2.1,1.6%
32,2016,Kerry Hyder Jr. (SF),23,13,8,1,0,0,1,0,16,109.5,6.8,1.6%
295,2015,Kerry Hyder Jr. (SF),0,0,0,0,0,0,0,0,1,0.0,0.0,1.6%
