Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
113,2021,Jason Pierre-Paul (FA),20,11,2.5,4,0,1,0,0,13,66.1,5.1,1.1%
2,2020,Jason Pierre-Paul (FA),34,21,9.5,6,2,4,2,0,16,165.6,10.4,1.1%
43,2019,Jason Pierre-Paul (FA),22,3,8.5,2,0,2,0,0,11,102.8,9.3,1.1%
8,2018,Jason Pierre-Paul (FA),48,10,12.5,2,0,1,1,0,16,180.8,11.3,1.1%
9,2017,Jason Pierre-Paul (FA),48,20,8.5,5,0,2,0,0,16,164.3,10.3,1.1%
9,2016,Jason Pierre-Paul (FA),35,18,7,8,0,3,1,1,12,145.8,12.2,1.1%
88,2015,Jason Pierre-Paul (FA),21,5,1,6,0,0,2,0,8,66.3,8.3,1.1%
3,2014,Jason Pierre-Paul (FA),54,22,12.5,6,0,3,1,0,16,212.9,13.3,1.1%
82,2013,Jason Pierre-Paul (FA),20,7,2,4,1,0,0,1,11,75.4,6.9,1.1%
6,2012,Jason Pierre-Paul (FA),43,23,6.5,5,1,1,1,1,16,167.1,10.4,1.1%
1,2011,Jason Pierre-Paul (FA),66,20,16.5,7,0,2,0,0,16,256.3,16.0,1.1%
55,2010,Jason Pierre-Paul (FA),17,4,4.5,6,0,2,2,0,16,89.2,5.6,1.1%
