Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
207,2013,Marcus Spears (FA),5,5,0,0,0,0,0,0,5,16.4,3.3,0.0%
150,2012,Marcus Spears (FA),7,18,1,1,0,0,0,0,15,34.7,2.3,0.0%
165,2011,Marcus Spears (FA),13,3,1,2,0,0,0,0,16,33.9,2.1,0.0%
187,2010,Marcus Spears (FA),11,8,0,0,0,0,0,0,8,25.2,3.2,0.0%
115,2009,Marcus Spears (FA),17,8,2.5,1,0,0,0,0,16,53.3,3.3,0.0%
73,2008,Marcus Spears (FA),23,12,1,2,0,1,0,0,16,67.3,4.2,0.0%
48,2007,Marcus Spears (FA),19,11,2,3,0,2,0,0,16,57.7,3.6,0.0%
90,2006,Marcus Spears (FA),29,16,1,3,0,0,0,0,16,64.3,4.0,0.0%
127,2005,Marcus Spears (FA),19,12,1.5,1,0,0,1,0,16,49.3,3.1,0.0%
368,2004,Marcus Spears (FA),0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
