Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
330,2019,Frostee Rucker (FA),0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
122,2018,Frostee Rucker (FA),23,14,0,2,0,0,0,0,15,53.3,3.6,0.0%
106,2017,Frostee Rucker (FA),23,6,1.5,1,0,0,0,0,16,61.6,3.9,0.0%
192,2016,Frostee Rucker (FA),7,6,0,1,0,1,0,0,13,25.6,2.0,0.0%
79,2015,Frostee Rucker (FA),20,8,3,0,0,1,1,0,13,73.8,5.7,0.0%
62,2014,Frostee Rucker (FA),20,4,5,1,0,2,0,0,15,85.0,5.7,0.0%
186,2013,Frostee Rucker (FA),9,2,1,0,0,0,0,0,16,21.6,1.4,0.0%
56,2012,Frostee Rucker (FA),29,19,4,1,0,1,0,0,16,89.5,5.6,0.0%
48,2011,Frostee Rucker (FA),32,12,4,2,0,0,0,0,16,103.8,6.5,0.0%
178,2010,Frostee Rucker (FA),8,9,1,1,0,0,0,0,9,29.5,3.3,0.0%
171,2009,Frostee Rucker (FA),7,6,1,2,1,0,0,0,12,32.2,2.7,0.0%
99,2008,Frostee Rucker (FA),15,8,1,1,0,2,1,0,11,53.7,4.9,0.0%
145,2007,Frostee Rucker (FA),7,1,0,0,0,1,1,0,5,19.3,3.9,0.0%
