Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
37,2013,Darnell Dockett (FA),36,10,4.5,0,0,0,0,0,16,109.6,6.9,0.0%
95,2012,Darnell Dockett (FA),23,11,1.5,4,0,0,0,0,15,64.9,4.3,0.0%
34,2011,Darnell Dockett (FA),34,16,3.5,1,0,0,2,0,16,111.9,7.0,0.0%
17,2010,Darnell Dockett (FA),45,7,5,1,0,1,2,0,15,129.0,8.6,0.0%
8,2009,Darnell Dockett (FA),42,9,7,2,1,0,0,0,16,150.9,9.4,0.0%
11,2008,Darnell Dockett (FA),37,13,4,1,0,1,3,1,16,115.0,7.2,0.0%
6,2007,Darnell Dockett (FA),43,15,9,1,0,2,2,0,16,132.1,8.3,0.0%
36,2006,Darnell Dockett (FA),36,14,2,2,1,1,2,0,16,92.7,5.8,0.0%
112,2005,Darnell Dockett (FA),20,12,0.5,3,1,1,0,0,15,54.8,3.7,0.0%
39,2004,Darnell Dockett (FA),34,6,3.5,3,1,1,1,0,14,112.1,8.0,0.0%
