Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
191,2011,Chauncey Davis (FA),8,1,1,0,0,0,0,0,4,21.8,5.5,0.0%
88,2010,Chauncey Davis (FA),19,5,1,2,1,0,1,1,15,69.5,4.6,0.0%
133,2009,Chauncey Davis (FA),16,6,1,1,0,1,0,0,11,48.2,4.4,0.0%
31,2008,Chauncey Davis (FA),25,6,4,1,0,1,3,0,12,93.2,7.8,0.0%
138,2007,Chauncey Davis (FA),11,2,0,0,0,0,1,0,8,22.1,2.8,0.0%
88,2006,Chauncey Davis (FA),29,7,1,2,1,0,1,0,15,64.9,4.3,0.0%
111,2005,Chauncey Davis (FA),21,7,1,0,0,0,2,1,14,54.9,3.9,0.0%
