Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
151,2014,Robert Geathers (FA),10,11,1,3,1,0,0,0,16,41.9,2.6,0.0%
296,2013,Robert Geathers (FA),0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
111,2012,Robert Geathers (FA),12,18,3,0,0,0,0,0,16,51.4,3.2,0.0%
122,2011,Robert Geathers (FA),10,19,2.5,1,0,0,0,0,14,48.5,3.5,0.0%
107,2010,Robert Geathers (FA),22,11,1,2,0,1,1,0,16,58.9,3.7,0.0%
54,2009,Robert Geathers (FA),21,15,3.5,3,0,1,2,1,15,89.5,6.0,0.0%
50,2008,Robert Geathers (FA),22,16,2.5,1,0,1,1,0,11,79.7,7.2,0.0%
20,2007,Robert Geathers (FA),25,22,3.5,3,1,1,1,0,16,86.0,5.4,0.0%
32,2006,Robert Geathers (FA),28,14,10.5,0,0,0,0,0,16,94.8,5.9,0.0%
91,2005,Robert Geathers (FA),25,9,3,1,0,1,0,0,16,62.0,3.9,0.0%
110,2004,Robert Geathers (FA),7,6,3.5,6,1,1,0,1,12,60.6,5.1,0.0%
