Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
226,2017,Ahtyba Rubin (FA),7,8,0,0,0,0,0,0,12,16.7,1.4,0.0%
66,2016,Ahtyba Rubin (FA),25,14,1,1,0,3,0,0,16,80.7,5.0,0.0%
98,2015,Ahtyba Rubin (FA),20,16,2,1,1,0,0,0,16,61.8,3.9,0.0%
161,2014,Ahtyba Rubin (FA),14,14,1,1,0,0,0,0,13,39.7,3.1,0.0%
88,2013,Ahtyba Rubin (FA),25,27,2,0,0,0,0,0,14,73.7,5.3,0.0%
67,2012,Ahtyba Rubin (FA),30,14,2,2,0,2,0,0,13,85.0,6.5,0.0%
23,2011,Ahtyba Rubin (FA),56,27,5,0,0,0,0,0,16,134.6,8.4,0.0%
19,2010,Ahtyba Rubin (FA),57,25,2,2,1,0,0,0,16,125.5,7.8,0.0%
130,2009,Ahtyba Rubin (FA),23,15,0,0,0,1,0,0,16,50.0,3.1,0.0%
189,2008,Ahtyba Rubin (FA),7,4,0,0,0,0,1,0,11,20.2,1.8,0.0%
