Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
250,2016,Antonio Smith (FA),3,1,0.5,0,0,0,0,0,13,7.3,0.6,0.0%
175,2015,Antonio Smith (FA),7,2,2.5,2,0,0,0,0,16,32.6,2.0,0.0%
103,2014,Antonio Smith (FA),18,2,3,0,0,1,0,0,16,62.1,3.9,0.0%
71,2013,Antonio Smith (FA),22,8,5,0,0,1,0,0,15,83.2,5.5,0.0%
44,2012,Antonio Smith (FA),23,7,7,3,0,2,1,0,16,102.0,6.4,0.0%
60,2011,Antonio Smith (FA),19,6,6.5,2,0,1,0,0,16,91.1,5.7,0.0%
61,2010,Antonio Smith (FA),23,15,4,2,0,1,0,0,16,86.7,5.4,0.0%
46,2009,Antonio Smith (FA),26,8,4.5,1,0,2,2,0,16,95.8,6.0,0.0%
19,2008,Antonio Smith (FA),31,10,3.5,0,0,2,3,0,16,105.7,6.6,0.0%
14,2007,Antonio Smith (FA),37,7,5.5,0,0,1,3,0,16,101.4,6.3,0.0%
115,2006,Antonio Smith (FA),15,10,2.5,0,0,0,2,1,15,54.3,3.6,0.0%
156,2005,Antonio Smith (FA),16,0,3,0,0,0,0,0,12,36.0,3.0,0.0%
374,2004,Antonio Smith (FA),0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
