Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
119,2018,Ricky Jean-Francois (FA),20,11,2,0,0,0,0,0,16,54.1,3.4,0.0%
215,2017,Ricky Jean-Francois (FA),7,5,0,0,0,0,0,0,12,19.4,1.6,0.0%
114,2016,Ricky Jean-Francois (FA),17,15,1.5,1,0,0,0,0,16,52.1,3.3,0.0%
131,2015,Ricky Jean-Francois (FA),9,16,2,1,0,0,0,0,16,47.9,3.0,0.0%
75,2014,Ricky Jean-Francois (FA),18,10,3,4,0,0,1,0,16,74.2,4.6,0.0%
123,2013,Ricky Jean-Francois (FA),13,6,2.5,2,0,0,0,0,10,49.6,5.0,0.0%
131,2012,Ricky Jean-Francois (FA),12,10,2,0,0,0,0,0,16,43.6,2.7,0.0%
188,2011,Ricky Jean-Francois (FA),12,3,0,2,0,0,0,0,16,23.3,1.5,0.0%
189,2010,Ricky Jean-Francois (FA),9,2,1,1,0,1,0,0,16,24.6,1.5,0.0%
314,2009,Ricky Jean-Francois (FA),0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
