Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
55,2012,Juqua Parker (FA),18,6,6,0,0,2,1,0,15,90.2,6.0,0.0%
110,2011,Juqua Parker (FA),9,1,1.5,5,0,0,2,2,11,52.8,4.8,0.0%
63,2010,Juqua Parker (FA),19,3,6,2,0,1,1,0,12,85.9,7.2,0.0%
18,2009,Juqua Parker (FA),30,4,8,4,0,2,0,0,16,119.1,7.4,0.0%
52,2008,Juqua Parker (FA),26,8,1.5,6,1,0,0,1,12,78.7,6.6,0.0%
85,2007,Juqua Parker (FA),7,3,4,0,0,1,1,0,7,39.3,5.6,0.0%
83,2006,Juqua Parker (FA),18,7,6,4,0,1,0,0,15,66.5,4.4,0.0%
177,2005,Juqua Parker (FA),11,2,0,2,0,0,1,0,14,25.1,1.8,0.0%
201,2004,Juqua Parker (FA),5,1,0,0,0,1,1,0,5,16.3,3.3,0.0%
121,2003,Juqua Parker (FA),12,4,4,0,0,1,0,0,11,53.7,4.9,0.0%
176,2002,Juqua Parker (FA),9,0,1,0,0,0,0,0,7,27.5,3.9,0.0%
