Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
515,2021,Jordan Willis (SF),6,9,3,0,0,1,0,0,7,0.0,0.0,0.6%
377,2020,Jordan Willis (SF),7,6,2.5,0,0,0,1,0,9,0.0,0.0,0.6%
425,2019,Jordan Willis (SF),4,3,1,0,0,1,0,0,10,0.0,0.0,0.6%
353,2018,Jordan Willis (SF),15,5,1,1,0,0,1,0,16,0.0,0.0,0.6%
380,2017,Jordan Willis (SF),17,8,1,0,0,0,0,0,16,0.0,0.0,0.6%
