Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
249,2017,Darryl Tapp (FA),2,0,1,0,0,0,0,0,3,9.5,3.2,0.0%
184,2016,Darryl Tapp (FA),12,5,0.5,0,0,0,1,0,16,27.8,1.7,0.0%
96,2015,Darryl Tapp (FA),19,7,2,0,0,2,0,0,16,62.4,3.9,0.0%
185,2014,Darryl Tapp (FA),12,5,0.5,2,0,0,1,0,16,31.0,1.9,0.0%
193,2013,Darryl Tapp (FA),6,3,1,0,0,0,0,0,11,20.3,1.8,0.0%
163,2012,Darryl Tapp (FA),12,4,0.5,0,0,0,1,0,13,29.6,2.3,0.0%
84,2011,Darryl Tapp (FA),19,8,2.5,2,0,1,0,0,12,69.2,5.8,0.0%
51,2010,Darryl Tapp (FA),26,1,3,4,0,0,3,0,14,89.8,6.4,0.0%
27,2009,Darryl Tapp (FA),40,9,2.5,3,0,0,1,0,16,108.0,6.8,0.0%
9,2008,Darryl Tapp (FA),45,9,5.5,0,0,4,1,0,16,133.9,8.4,0.0%
5,2007,Darryl Tapp (FA),41,8,7,8,1,3,2,0,16,135.2,8.5,0.0%
106,2006,Darryl Tapp (FA),15,8,3,1,1,1,0,1,16,57.2,3.6,0.0%
