Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
84,2021,Al Woods (SEA),26,24,1.5,3,0,0,0,0,16,77.9,4.9,0.1%
128,2019,Al Woods (SEA),16,16,1,0,0,0,2,0,14,55.8,4.0,0.1%
179,2018,Al Woods (SEA),10,14,0,1,0,0,0,0,14,29.7,2.1,0.1%
96,2017,Al Woods (SEA),20,24,1,0,0,0,0,0,16,64.8,4.1,0.1%
179,2016,Al Woods (SEA),14,4,0,0,0,0,0,0,12,29.1,2.4,0.1%
172,2015,Al Woods (SEA),14,8,0,0,0,0,0,0,14,34.7,2.5,0.1%
153,2014,Al Woods (SEA),13,13,1,0,0,0,0,0,16,41.1,2.6,0.1%
160,2013,Al Woods (SEA),8,8,2,2,0,0,0,0,16,31.6,2.0,0.1%
243,2012,Al Woods (SEA),1,2,0,0,0,0,0,0,12,3.1,0.3,0.1%
255,2011,Al Woods (SEA),1,1,0,0,0,0,0,0,2,2.3,1.2,0.1%
192,2010,Al Woods (SEA),12,5,0.5,0,0,0,0,0,9,24.0,2.7,0.1%
