Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
325,2015,Jared Allen (FA),19,13,2,3,1,0,0,0,15,0.0,0.0,0.0%
299,2014,Jared Allen (FA),38,19,5.5,4,0,2,2,0,15,0.0,0.0,0.0%
297,2013,Jared Allen (FA),33,19,11.5,6,0,2,0,0,16,0.0,0.0,0.0%
305,2012,Jared Allen (FA),36,10,12,3,0,1,1,0,16,0.0,0.0,0.0%
325,2011,Jared Allen (FA),47,18,22,3,1,4,4,0,16,0.0,0.0,0.0%
330,2010,Jared Allen (FA),45,15,11,6,2,1,1,1,16,0.0,0.0,0.0%
319,2009,Jared Allen (FA),43,8,14.5,4,1,5,3,1,16,0.0,0.0,0.0%
314,2008,Jared Allen (FA),41,13,14.5,3,0,3,0,0,16,0.0,0.0,0.0%
307,2007,Jared Allen (FA),56,9,15.5,11,0,3,0,0,14,0.0,0.0,0.0%
351,2006,Jared Allen (FA),64,12,7.5,10,1,3,6,0,16,0.0,0.0,0.0%
351,2005,Jared Allen (FA),51,7,11,5,0,7,2,0,16,0.0,0.0,0.0%
373,2004,Jared Allen (FA),29,2,9,0,0,0,0,0,15,0.0,0.0,0.0%
