Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
188,2012,Vonnie Holliday (FA),6,7,0,0,0,0,1,0,16,21.1,1.3,0.0%
163,2011,Vonnie Holliday (FA),14,2,0,1,0,0,0,0,16,34.1,2.1,0.0%
108,2010,Vonnie Holliday (FA),16,13,2.5,3,0,0,0,0,15,58.5,3.9,0.0%
58,2009,Vonnie Holliday (FA),24,9,5,0,0,2,1,0,16,87.5,5.5,0.0%
40,2008,Vonnie Holliday (FA),29,17,3.5,1,0,0,1,0,16,86.1,5.4,0.0%
28,2007,Vonnie Holliday (FA),33,9,2,1,0,1,0,0,12,69.9,5.8,0.0%
10,2006,Vonnie Holliday (FA),45,20,7,1,0,0,1,0,16,116.4,7.3,0.0%
30,2005,Vonnie Holliday (FA),36,16,5,5,0,0,2,0,16,102.0,6.4,0.0%
156,2004,Vonnie Holliday (FA),12,1,0,3,0,0,0,0,7,35.8,5.1,0.0%
52,2003,Vonnie Holliday (FA),30,8,5.5,2,0,1,0,0,16,102.7,6.4,0.0%
72,2002,Vonnie Holliday (FA),18,8,6,5,1,3,0,0,9,91.7,10.2,0.0%
