Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
271,2013,Justin Bannan (FA),0,1,0,0,0,0,0,0,1,0.8,0.8,0.0%
87,2012,Justin Bannan (FA),28,14,0,4,0,1,1,0,15,71.9,4.8,0.0%
98,2011,Justin Bannan (FA),26,6,0,3,0,1,0,0,14,62.2,4.4,0.0%
93,2010,Justin Bannan (FA),25,10,1,4,0,1,0,0,16,66.7,4.2,0.0%
116,2009,Justin Bannan (FA),29,6,0,0,0,0,0,0,13,53.2,4.1,0.0%
86,2008,Justin Bannan (FA),23,10,0,3,1,0,0,0,13,59.2,4.6,0.0%
122,2007,Justin Bannan (FA),10,7,1,0,0,1,0,0,6,28.4,4.7,0.0%
168,2006,Justin Bannan (FA),13,2,0,0,0,1,0,0,8,25.1,3.1,0.0%
114,2005,Justin Bannan (FA),23,17,1.5,0,0,0,0,0,14,53.6,3.8,0.0%
246,2004,Justin Bannan (FA),1,1,0,0,0,0,0,0,1,2.3,2.3,0.0%
187,2003,Justin Bannan (FA),9,6,0,0,0,0,0,0,7,20.7,3.0,0.0%
155,2002,Justin Bannan (FA),15,6,1,0,0,0,1,0,10,40.1,4.0,0.0%
