Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
220,2015,Stephen Bowen (FA),4,4,0,0,0,0,0,0,15,16.7,1.1,0.0%
224,2014,Stephen Bowen (FA),10,1,0,1,0,0,0,0,8,17.3,2.2,0.0%
167,2013,Stephen Bowen (FA),11,8,0,1,0,0,0,0,10,29.2,2.9,0.0%
128,2012,Stephen Bowen (FA),13,12,1,3,0,0,0,0,16,44.7,2.8,0.0%
59,2011,Stephen Bowen (FA),21,20,6,1,0,0,1,0,16,91.2,5.7,0.0%
124,2010,Stephen Bowen (FA),16,6,1.5,1,0,0,0,0,16,48.7,3.0,0.0%
120,2009,Stephen Bowen (FA),12,6,3,2,0,1,0,0,16,51.6,3.2,0.0%
183,2008,Stephen Bowen (FA),6,11,0,0,0,0,0,0,14,22.5,1.6,0.0%
156,2007,Stephen Bowen (FA),9,4,0,0,0,0,0,0,16,16.6,1.0,0.0%
229,2006,Stephen Bowen (FA),1,0,1,0,0,0,0,0,1,5.5,5.5,0.0%
