Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
254,2012,Marcus Dixon (FA),0,1,0,0,0,0,0,0,3,0.8,0.3,0.0%
151,2011,Marcus Dixon (FA),11,5,1.5,1,0,1,1,0,16,38.4,2.4,0.0%
216,2010,Marcus Dixon (FA),4,0,1,0,0,0,0,0,3,12.5,4.2,0.0%
