Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
202,2011,Eric Foster (FA),6,6,0,0,0,0,0,0,3,18.6,6.2,0.0%
66,2010,Eric Foster (FA),25,8,3.5,1,0,0,2,0,14,84.7,6.1,0.0%
69,2009,Eric Foster (FA),30,8,2.5,2,0,1,1,0,14,84.7,6.1,0.0%
107,2008,Eric Foster (FA),25,4,0,1,0,0,0,0,10,49.7,5.0,0.0%
