Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
233,2011,Jimmy Kennedy (FA),2,2,0,0,0,0,0,0,4,7.1,1.8,0.0%
208,2010,Jimmy Kennedy (FA),5,3,0.5,0,0,0,0,0,5,14.4,2.9,0.0%
110,2009,Jimmy Kennedy (FA),15,3,3,2,0,0,0,0,13,54.9,4.2,0.0%
192,2008,Jimmy Kennedy (FA),6,1,1,0,0,0,0,0,5,18.8,3.8,0.0%
86,2006,Jimmy Kennedy (FA),30,9,1,1,0,0,2,0,16,65.5,4.1,0.0%
90,2005,Jimmy Kennedy (FA),23,10,3,3,0,1,0,0,13,62.7,4.8,0.0%
154,2004,Jimmy Kennedy (FA),13,3,0,0,0,0,0,0,8,36.8,4.6,0.0%
245,2003,Jimmy Kennedy (FA),1,1,0,0,0,0,0,0,4,2.3,0.6,0.0%
