Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
157,2019,Branden Jackson (FA),14,6,2,2,0,0,0,0,15,41.7,2.8,0.0%
186,2018,Branden Jackson (FA),9,1,1,0,0,0,0,0,9,25.8,2.9,0.0%
214,2017,Branden Jackson (FA),7,4,0.5,1,0,0,0,0,12,19.6,1.6,0.0%
278,2016,Branden Jackson (FA),1,0,0,0,0,0,0,0,3,1.5,0.5,0.0%
