Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
72,2015,Kroy Biermann (FA),31,20,2.5,0,0,1,0,0,16,80.9,5.1,0.0%
23,2014,Kroy Biermann (FA),41,34,4.5,2,0,1,0,0,16,132.4,8.3,0.0%
222,2013,Kroy Biermann (FA),5,2,0,0,0,0,0,0,2,11.5,5.8,0.0%
61,2012,Kroy Biermann (FA),31,15,4,0,0,0,0,0,16,86.6,5.4,0.0%
103,2011,Kroy Biermann (FA),10,17,2.5,1,1,0,0,1,16,58.2,3.6,0.0%
77,2010,Kroy Biermann (FA),23,5,3,2,1,0,0,1,16,76.8,4.8,0.0%
29,2009,Kroy Biermann (FA),29,8,5,0,0,1,2,1,16,107.8,6.7,0.0%
137,2008,Kroy Biermann (FA),11,3,2,0,0,0,0,0,16,39.3,2.5,0.0%
