Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
549,2021,Markus Golden (ARI),33,15,11,1,0,4,2,0,16,0.0,0.0,5.4%
407,2020,Markus Golden (ARI),17,16,4.5,3,1,1,1,0,16,0.0,0.0,5.4%
408,2019,Markus Golden (ARI),37,35,10,0,0,0,1,1,16,0.0,0.0,5.4%
246,2018,Markus Golden (ARI),25,5,2.5,2,0,0,0,0,11,7.5,0.7,5.4%
337,2017,Markus Golden (ARI),11,0,0,0,0,0,0,0,4,0.0,0.0,5.4%
306,2016,Markus Golden (ARI),41,10,12.5,1,0,4,1,0,16,0.0,0.0,5.4%
267,2015,Markus Golden (ARI),20,10,4,0,0,2,0,0,15,3.8,0.3,5.4%
