Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
160,2019,Brandon Mebane (FA),15,12,1,0,0,0,0,0,13,38.3,2.9,0.0%
101,2018,Brandon Mebane (FA),22,18,1,1,0,1,0,0,12,63.7,5.3,0.0%
157,2017,Brandon Mebane (FA),16,14,0,0,0,0,0,0,16,39.9,2.5,0.0%
120,2016,Brandon Mebane (FA),17,4,1,1,1,0,0,0,10,49.1,4.9,0.0%
156,2015,Brandon Mebane (FA),14,10,1.5,0,0,0,0,0,15,39.8,2.7,0.0%
160,2014,Brandon Mebane (FA),11,9,1,0,0,0,0,0,9,39.9,4.4,0.0%
93,2013,Brandon Mebane (FA),21,24,0,1,0,0,1,0,16,70.4,4.4,0.0%
51,2012,Brandon Mebane (FA),31,25,3,3,0,0,1,0,16,96.0,6.0,0.0%
58,2011,Brandon Mebane (FA),40,16,0,1,0,0,0,0,16,91.2,5.7,0.0%
101,2010,Brandon Mebane (FA),19,12,1,2,0,0,0,0,12,62.3,5.2,0.0%
49,2009,Brandon Mebane (FA),41,8,1.5,0,0,0,0,0,15,93.6,6.2,0.0%
20,2008,Brandon Mebane (FA),29,10,5.5,1,0,2,0,0,16,105.3,6.6,0.0%
63,2007,Brandon Mebane (FA),23,6,2,0,0,0,1,0,16,51.3,3.2,0.0%
