Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
149,2010,Phillip Daniels (FA),15,6,2,0,0,0,0,0,9,42.6,4.7,0.0%
102,2009,Phillip Daniels (FA),24,11,1,2,0,0,0,0,16,61.5,3.8,0.0%
67,2007,Phillip Daniels (FA),12,4,1.5,4,0,3,1,0,7,49.1,7.0,0.0%
65,2006,Phillip Daniels (FA),24,13,3,4,1,1,0,0,14,73.1,5.2,0.0%
12,2005,Phillip Daniels (FA),37,11,8,9,0,1,2,0,16,124.1,7.8,0.0%
200,2004,Phillip Daniels (FA),4,0,1,0,0,0,1,0,3,16.5,5.5,0.0%
54,2003,Phillip Daniels (FA),41,12,2.5,5,0,1,0,0,15,102.3,6.8,0.0%
55,2002,Phillip Daniels (FA),34,9,5.5,2,0,0,1,0,12,104.5,8.7,0.0%
