Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
3,2021,Joe Mixon (CIN),292,"1,205",4.1,32,7,13,42,48,314,7.5,3,1,16,245.9,15.4,100.0%
49,2020,Joe Mixon (CIN),119,428,3.6,34,4,3,21,26,138,6.6,1,1,6,78.6,13.1,100.0%
11,2019,Joe Mixon (CIN),278,"1,137",4.1,41,9,5,35,45,287,8.2,3,0,16,190.4,11.9,100.0%
9,2018,Joe Mixon (CIN),237,"1,168",4.9,51,20,8,43,55,296,6.9,1,0,14,200.4,14.3,100.0%
32,2017,Joe Mixon (CIN),178,626,3.5,25,2,4,30,34,287,9.6,0,2,14,111.3,8.0,100.0%
