Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
134,2005,James Jackson (FA),4,11,2.8,3,0,0,2,0,31,15.5,0,0,6,4.2,0.7,0.0%
120,2004,James Jackson (FA),12,81,6.8,38,0,0,6,8,22,3.7,0,1,5,8.3,1.7,0.0%
48,2003,James Jackson (FA),102,382,3.7,18,0,3,14,18,114,8.1,0,3,11,61.6,5.6,0.0%
117,2002,James Jackson (FA),12,54,4.5,18,0,0,3,5,9,3.0,0,0,9,6.3,0.7,0.0%
