Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
14,2021,Derrick Henry (TEN),219,937,4.3,76,9,10,18,20,154,8.6,0,0,8,175.3,21.9,100.0%
1,2020,Derrick Henry (TEN),378,"2,027",5.4,94,30,17,19,31,114,6.0,0,2,16,314.1,19.6,100.0%
2,2019,Derrick Henry (TEN),303,"1,540",5.1,74,20,16,18,24,206,11.4,2,3,15,276.6,18.4,100.0%
13,2018,Derrick Henry (TEN),215,"1,052",4.9,99,11,12,15,18,99,6.6,0,1,16,185.6,11.6,100.0%
25,2017,Derrick Henry (TEN),176,744,4.2,75,5,5,11,17,136,12.4,1,0,16,124.0,7.8,100.0%
39,2016,Derrick Henry (TEN),110,490,4.5,22,1,5,13,15,137,10.5,0,0,15,92.7,6.2,100.0%
