Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
155,2004,Kerry Carter (FA),4,15,3.8,6,0,0,0,0,0,0,0,0,9,1.5,0.2,0.0%
176,2003,Kerry Carter (FA),3,-2,-0.7,1,0,0,0,0,0,0,0,0,8,-0.2,-0.0,0.0%
